noise_prop,worker_avg_f1,worker_std_f1,test_accuracy,model_precision,model_recall,model_f1
0.0,0.6112075522114693,0.17102750238461326,0.8943382267045675,72.94,35.95,48.16
0.5,0.35253800515678807,0.09855875791449878,0.866399283516997,65.88,17.46,27.61
