noise_prop,worker_avg_f1,worker_std_f1,test_accuracy,model_precision,model_recall,model_f1
0.0,0.6112075522114693,0.17102750238461326,0.8947665589346209,74.96,36.08,48.72
0.5,0.3082805028895557,0.08268393934694726,0.8483703905611152,37.77,18.12,24.49
