noise_prop,worker_avg_f1,worker_std_f1,test_accuracy,model_precision,model_recall,model_f1
0.2,0.4927055996501812,0.13725104336640828,0.9234064094077332,63.29,57.05,60.01
0.35,0.4038168583334228,0.11177470674440321,0.9234842879950158,68.93,54.59,60.93
